OrderID,OrderDate,Region,Product,Quantity,UnitPrice,TotalPrice,Discount,Promotion,Returned,CustomerType,Salesperson,PaymentMethod,StoreLocation,ShippingCost,DeliveryDate,Months,Years
REG100752,2024-04-21,North,Laptop,10,400.95,3809.025,0.05,No Promostion,0,Retail,Carlos,Online,Store C,17.46,2024-04-30,April,2024
REG100753,2023-08-06,East,Desk,7,373.66,2484.839,0.05,Save10,0,Retail,Alice,Gift Card,Store B,46.33,2023-08-12,August,2023
REG100754,2024-06-21,West,Desk,7,355.66,2116.177,0.15,Freeship,1,Retail,Carlos,Gift Card,Store C,28.77,2024-06-27,June,2024
REG100755,2025-03-16,North,Tablet,12,260.31,2811.348,0.1,Save10,0,Retail,Bob,Cash,Store C,14.58,2025-03-24,March,2025
REG100756,2024-04-20,West,Tablet,10,370.99,3153.415,0.15,Save10,1,Retail,Frank,Online,Store B,11.16,2024-04-25,April,2024
REG100757,2024-12-20,East,Laptop,2,548.72,987.696,0.1,Freeship,1,Wholesale,Frank,Credit Card,Store A,26.35,2024-12-29,December,2024
REG100758,2023-08-22,North,Printer,8,343.53,2748.24,0,No Promostion,0,Wholesale,Frank,Cash,Store A,16.1,2023-09-01,August,2023
REG100759,2023-03-04,North,Tablet,13,494.78,5467.319,0.15,Freeship,0,Wholesale,Diana,Cash,Store A,5.85,2023-03-13,March,2023
REG100760,2024-06-24,North,Laptop,9,36.62,296.622,0.1,Freeship,1,Wholesale,Eva,Debit Card,Store B,29.9,2024-07-01,June,2024
REG100761,2024-12-09,East,Tablet,14,216.2,3026.8,0,Winter15,0,Wholesale,Diana,Online,Store C,14.39,2024-12-13,December,2024
REG100762,2024-07-04,West,Laptop,11,128.99,1347.9455,0.05,Save10,0,Retail,Diana,Debit Card,Store A,38.58,2024-07-07,July,2024
REG100763,2025-03-04,East,Phone,11,183.11,1712.0785,0.15,Freeship,0,Retail,Frank,Gift Card,Store B,41.83,2025-03-06,March,2025
REG100764,2024-01-22,East,Printer,11,277.95,2904.5775,0.05,Winter15,0,Retail,Frank,Gift Card,Store A,44.04,2024-01-29,January,2024
REG100765,2025-03-12,East,Desk,14,554.08,7369.264,0.05,No Promostion,0,Retail,Diana,Cash,Store A,36.72,2025-03-21,March,2025
REG100766,2025-02-28,Central,Phone,15,23.32,332.31,0.05,No Promostion,0,Retail,Carlos,Debit Card,Store A,25.27,2025-03-03,February,2025
REG100767,2024-05-23,East,Desk,4,20.96,79.648,0.05,Freeship,1,Wholesale,Bob,Online,Store D,33.67,2024-05-31,May,2024
REG100768,2023-09-17,North,Desk,18,132.29,2262.159,0.05,No Promostion,1,Wholesale,Diana,Credit Card,Store A,24.3,2023-09-20,September,2023
REG100769,2023-06-13,East,Phone,19,199.65,3414.015,0.1,Save10,1,Retail,Carlos,Cash,Store A,35.12,2023-06-18,June,2023
REG100770,2025-05-31,West,Phone,16,307,4912,0,Freeship,0,Wholesale,Bob,Debit Card,Store A,11.99,2025-06-02,May,2025
REG100771,2023-10-11,East,Tablet,1,315.93,268.5405,0.15,Save10,0,Retail,Alice,Credit Card,Store C,43.2,2023-10-14,October,2023
REG100772,2023-08-07,West,Printer,5,596.97,2984.85,0,Save10,0,Retail,Eva,Cash,Store A,14.43,2023-08-14,August,2023
REG100773,2023-12-03,North,Laptop,17,376.98,6088.227,0.05,No Promostion,1,Retail,Carlos,Debit Card,Store A,38.48,2023-12-05,December,2023
REG100774,2024-08-01,Central,Printer,6,208.64,1126.656,0.1,Freeship,0,Retail,Frank,Credit Card,Store D,49.93,2024-08-04,August,2024
REG100775,2023-03-20,East,Chair,7,307.82,2154.74,0,Winter15,1,Wholesale,Eva,Debit Card,Store B,14,2023-03-27,March,2023
REG100776,2025-06-30,Central,Tablet,13,382.48,4723.628,0.05,Winter15,0,Retail,Eva,Credit Card,Store D,7.59,2025-07-04,June,2025
REG100777,2025-02-05,South,Desk,9,188.03,1692.27,0,Freeship,0,Retail,Frank,Cash,Store B,11.44,2025-02-07,February,2025
REG100778,2024-05-19,East,Desk,17,238.17,3441.5565,0.15,Freeship,0,Wholesale,Frank,Cash,Store D,21.64,2024-05-29,May,2024
REG100779,2023-03-04,North,Printer,10,450.71,4056.39,0.1,Save10,0,Retail,Bob,Gift Card,Store B,21.31,2023-03-12,March,2023
REG100780,2023-01-22,Central,Monitor,2,413.36,744.048,0.1,Save10,1,Retail,Alice,Online,Store D,41.69,2023-01-24,January,2023
REG100781,2023-03-20,South,Phone,20,536.71,9124.07,0.15,Save10,0,Retail,Carlos,Debit Card,Store B,41.42,2023-03-25,March,2023
REG100782,2024-06-05,West,Phone,5,206.42,980.495,0.05,Winter15,0,Retail,Alice,Debit Card,Store D,35.51,2024-06-13,June,2024
REG100783,2024-07-09,East,Printer,4,256.83,873.222,0.15,No Promostion,1,Wholesale,Carlos,Cash,Store A,44.72,2024-07-17,July,2024
REG100784,2025-03-08,South,Monitor,1,247.04,247.04,0,Freeship,0,Wholesale,Bob,Credit Card,Store C,26.86,2025-03-13,March,2025
REG100785,2025-06-21,South,Tablet,3,583.38,1487.619,0.15,Winter15,1,Retail,Diana,Cash,Store B,30.12,2025-06-30,June,2025
REG100786,2025-06-28,North,Tablet,13,341.38,3772.249,0.15,No Promostion,0,Retail,Alice,Cash,Store C,18.2,2025-07-01,June,2025
REG100787,2025-04-05,West,Chair,19,267.03,4312.5345,0.15,Save10,1,Wholesale,Bob,Online,Store D,35.82,2025-04-13,April,2025
REG100788,2024-03-05,South,Printer,7,77.69,543.83,0,Save10,0,Wholesale,Carlos,Credit Card,Store D,41.89,2024-03-12,March,2024
REG100789,2024-03-09,East,Phone,20,312.43,6248.6,0,Save10,0,Retail,Carlos,Credit Card,Store C,28.11,2024-03-11,March,2024
REG100790,2025-02-25,Central,Monitor,19,14.1,254.505,0.05,Freeship,0,Wholesale,Carlos,Cash,Store C,37.84,2025-02-28,February,2025
REG100791,2024-11-16,West,Tablet,17,266.83,4309.3045,0.05,Winter15,0,Retail,Frank,Credit Card,Store D,32.52,2024-11-23,November,2024
REG100792,2024-08-01,South,Printer,20,248.11,4714.09,0.05,Save10,0,Wholesale,Carlos,Online,Store D,22.96,2024-08-06,August,2024
REG100793,2024-04-20,West,Chair,5,316.76,1504.61,0.05,Freeship,1,Retail,Alice,Gift Card,Store B,12.7,2024-04-30,April,2024
REG100794,2024-04-20,South,Laptop,2,169.62,305.316,0.1,No Promostion,0,Retail,Alice,Debit Card,Store C,45.41,2024-04-25,April,2024
REG100795,2023-09-22,North,Laptop,19,35.38,571.387,0.15,Save10,0,Retail,Diana,Online,Store A,7.06,2023-09-28,September,2023
REG100796,2025-02-21,West,Chair,3,264.08,713.016,0.1,No Promostion,0,Retail,Diana,Online,Store A,25.39,2025-03-02,February,2025
REG100797,2025-06-24,East,Tablet,5,137.56,584.63,0.15,Save10,0,Wholesale,Diana,Debit Card,Store C,6.45,2025-07-01,June,2025
REG100798,2023-11-28,Central,Laptop,8,157.93,1073.924,0.15,Save10,0,Retail,Diana,Online,Store B,6.31,2023-12-05,November,2023
REG100799,2024-04-08,North,Desk,6,126.86,723.102,0.05,Freeship,0,Wholesale,Eva,Debit Card,Store C,35.49,2024-04-17,April,2024
REG100800,2025-01-07,North,Chair,15,240.05,3420.7125,0.05,Freeship,0,Retail,Carlos,Credit Card,Store C,14.31,2025-01-14,January,2025
REG100801,2023-02-24,South,Tablet,3,37.63,101.601,0.1,Freeship,0,Wholesale,Carlos,Debit Card,Store A,43.7,2023-03-03,February,2023
REG100802,2023-10-19,East,Chair,13,393.1,4599.27,0.1,No Promostion,0,Wholesale,Alice,Online,Store B,12.64,2023-10-26,October,2023
REG100803,2024-06-17,North,Chair,10,83.86,712.81,0.15,No Promostion,0,Wholesale,Alice,Credit Card,Store A,41.11,2024-06-21,June,2024
REG100804,2023-06-21,Central,Desk,10,110.07,1100.7,0,No Promostion,0,Wholesale,Frank,Credit Card,Store B,18.47,2023-06-29,June,2023
REG100805,2024-08-30,East,Phone,6,288.98,1473.798,0.15,No Promostion,0,Wholesale,Diana,Gift Card,Store C,38.63,2024-09-02,August,2024
REG100806,2025-01-03,Central,Desk,10,451.14,4511.4,0,Freeship,0,Retail,Bob,Gift Card,Store A,29.96,2025-01-13,January,2025
REG100807,2023-02-23,West,Printer,16,509.08,8145.28,0,Freeship,0,Wholesale,Carlos,Online,Store C,37.53,2023-03-02,February,2023
REG100808,2025-04-26,Central,Printer,4,582.73,2214.374,0.05,Winter15,0,Wholesale,Carlos,Cash,Store D,44.26,2025-04-29,April,2025
REG100809,2023-06-08,South,Phone,9,115.24,1037.16,0,Freeship,0,Wholesale,Alice,Credit Card,Store B,8.28,2023-06-14,June,2023
REG100810,2023-03-16,North,Monitor,14,565.45,7124.67,0.1,Winter15,0,Wholesale,Eva,Online,Store D,24.4,2023-03-25,March,2023
REG100811,2024-10-23,North,Phone,11,121.54,1336.94,0,Save10,0,Wholesale,Carlos,Credit Card,Store D,16.62,2024-10-28,October,2024
REG100812,2025-05-23,East,Printer,9,160.15,1297.215,0.1,No Promostion,1,Retail,Alice,Debit Card,Store D,29.64,2025-05-28,May,2025
REG100813,2023-05-06,East,Desk,14,175.66,2336.278,0.05,Save10,0,Wholesale,Bob,Cash,Store B,26.12,2023-05-14,May,2023
REG100814,2024-08-15,South,Tablet,3,437.97,1248.2145,0.05,Save10,1,Wholesale,Eva,Cash,Store C,23.29,2024-08-22,August,2024
REG100815,2023-08-23,South,Printer,12,411.59,4198.218,0.15,Freeship,0,Wholesale,Diana,Cash,Store B,19.17,2023-08-31,August,2023
REG100816,2025-04-13,South,Laptop,1,163.29,163.29,0,Winter15,0,Retail,Diana,Credit Card,Store B,21.15,2025-04-22,April,2025
REG100817,2024-06-11,Central,Desk,5,538.52,2557.97,0.05,No Promostion,0,Wholesale,Alice,Gift Card,Store B,45.81,2024-06-17,June,2024
REG100818,2024-04-29,South,Phone,11,255.95,2533.905,0.1,No Promostion,0,Wholesale,Alice,Online,Store C,21.99,2024-05-04,April,2024
REG100819,2023-03-27,South,Desk,7,290.22,1828.386,0.1,Winter15,0,Retail,Alice,Cash,Store A,33.15,2023-04-04,March,2023
REG100820,2024-10-23,North,Chair,20,198.95,3581.1,0.1,No Promostion,1,Retail,Diana,Credit Card,Store B,5.16,2024-10-25,October,2024
REG100821,2023-06-21,North,Printer,11,577.1,5395.885,0.15,Save10,0,Retail,Frank,Cash,Store C,13.16,2023-06-28,June,2023
REG100822,2023-05-12,Central,Printer,10,50.1,450.9,0.1,Freeship,1,Wholesale,Bob,Cash,Store A,23.43,2023-05-19,May,2023
REG100823,2024-10-20,Central,Printer,19,554.5,8955.175,0.15,No Promostion,1,Retail,Carlos,Online,Store B,47.16,2024-10-24,October,2024
REG100824,2024-04-04,North,Laptop,14,117.31,1642.34,0,Winter15,0,Wholesale,Diana,Online,Store A,41.24,2024-04-07,April,2024
REG100825,2025-01-12,Central,Tablet,3,193.98,581.94,0,Winter15,0,Retail,Bob,Credit Card,Store A,27.53,2025-01-16,January,2025
REG100826,2023-07-24,South,Phone,20,386.86,7350.34,0.05,Winter15,0,Wholesale,Carlos,Online,Store A,41.56,2023-07-29,July,2023
REG100827,2023-09-09,North,Chair,12,81.33,975.96,0,Save10,1,Wholesale,Carlos,Cash,Store D,30.73,2023-09-13,September,2023
REG100828,2024-04-20,East,Printer,5,550.65,2340.2625,0.15,No Promostion,0,Retail,Bob,Gift Card,Store A,16.82,2024-04-27,April,2024
REG100829,2025-02-06,West,Printer,4,473.91,1800.858,0.05,Save10,0,Retail,Eva,Credit Card,Store A,29.22,2025-02-14,February,2025
REG100830,2023-06-18,West,Tablet,19,25.22,479.18,0,No Promostion,0,Wholesale,Bob,Credit Card,Store C,31.31,2023-06-22,June,2023
REG100831,2024-11-01,North,Phone,2,437.04,874.08,0,Save10,1,Wholesale,Frank,Credit Card,Store C,37.37,2024-11-08,November,2024
REG100832,2024-08-12,West,Desk,5,448.86,1907.655,0.15,Save10,1,Wholesale,Frank,Credit Card,Store C,21.22,2024-08-21,August,2024
REG100833,2025-04-08,Central,Phone,14,299.94,4199.16,0,Freeship,0,Retail,Carlos,Gift Card,Store D,21.04,2025-04-17,April,2025
REG100834,2024-07-20,Central,Laptop,8,224.18,1524.424,0.15,No Promostion,0,Retail,Bob,Debit Card,Store B,36.9,2024-07-26,July,2024
REG100835,2023-02-17,West,Desk,6,327.69,1867.833,0.05,No Promostion,0,Wholesale,Diana,Cash,Store D,22.34,2023-02-21,February,2023
REG100836,2024-07-02,East,Phone,8,432.27,3285.252,0.05,Freeship,1,Retail,Eva,Cash,Store D,20.64,2024-07-04,July,2024
REG100837,2025-04-01,North,Monitor,4,249.98,849.932,0.15,Save10,0,Retail,Eva,Debit Card,Store C,49.08,2025-04-04,April,2025
REG100838,2025-06-02,South,Printer,14,194.31,2312.289,0.15,Freeship,0,Wholesale,Frank,Debit Card,Store C,15.3,2025-06-09,June,2025
REG100839,2024-11-21,West,Phone,5,69.29,346.45,0,No Promostion,0,Wholesale,Carlos,Credit Card,Store C,20.83,2024-11-29,November,2024
REG100840,2024-01-10,South,Printer,15,306.91,4603.65,0,Freeship,1,Retail,Carlos,Cash,Store A,19.38,2024-01-14,January,2024
REG100841,2023-10-21,North,Desk,4,390.3,1327.02,0.15,No Promostion,0,Retail,Diana,Debit Card,Store A,43.56,2023-10-26,October,2023
REG100842,2025-01-20,North,Phone,7,61.83,432.81,0,Winter15,0,Retail,Diana,Online,Store B,25.49,2025-01-22,January,2025
REG100843,2024-11-09,West,Monitor,7,83.32,554.078,0.05,Freeship,0,Wholesale,Carlos,Cash,Store D,23.4,2024-11-17,November,2024
REG100844,2024-04-03,West,Monitor,4,563.06,2139.628,0.05,Winter15,0,Retail,Bob,Cash,Store D,19.5,2024-04-07,April,2024
REG100845,2024-01-06,North,Phone,13,256.35,2832.6675,0.15,Save10,0,Wholesale,Alice,Cash,Store D,26.04,2024-01-08,January,2024
REG100846,2023-08-02,Central,Printer,9,303.26,2592.873,0.05,Freeship,0,Wholesale,Diana,Debit Card,Store A,17.01,2023-08-05,August,2023
REG100847,2023-11-26,North,Chair,9,440.48,3369.672,0.15,Winter15,0,Retail,Diana,Gift Card,Store A,32.94,2023-12-01,November,2023
REG100848,2025-04-20,East,Desk,17,469.25,7578.3875,0.05,No Promostion,0,Wholesale,Bob,Credit Card,Store B,45.76,2025-04-26,April,2025
REG100849,2023-12-29,South,Chair,18,491.76,7523.928,0.15,Save10,0,Wholesale,Eva,Credit Card,Store A,37.49,2024-01-05,December,2023
REG100850,2025-01-08,Central,Chair,19,465.27,8398.1235,0.05,No Promostion,0,Retail,Diana,Credit Card,Store C,44.95,2025-01-10,January,2025
REG100851,2024-05-06,East,Chair,18,343.68,6186.24,0,Save10,0,Retail,Eva,Gift Card,Store B,20.37,2024-05-14,May,2024
REG100852,2024-09-15,North,Desk,14,472.51,6284.383,0.05,No Promostion,0,Wholesale,Bob,Gift Card,Store D,13.54,2024-09-20,September,2024
REG100853,2023-02-07,West,Laptop,20,142.52,2565.36,0.1,Freeship,0,Retail,Eva,Cash,Store A,30.67,2023-02-12,February,2023
REG100854,2023-03-01,East,Phone,1,31.42,29.849,0.05,Save10,0,Retail,Bob,Credit Card,Store B,11.35,2023-03-09,March,2023
REG100855,2024-05-08,North,Tablet,17,572.29,8269.5905,0.15,Save10,1,Retail,Eva,Online,Store D,44.99,2024-05-12,May,2024
REG100856,2024-06-06,East,Desk,18,333.6,5404.32,0.1,Freeship,1,Retail,Carlos,Debit Card,Store A,33.79,2024-06-08,June,2024
REG100857,2023-04-29,North,Chair,9,90.87,695.1555,0.15,Winter15,0,Retail,Carlos,Debit Card,Store D,26.56,2023-05-08,April,2023
REG100858,2023-09-20,Central,Tablet,9,588.59,5032.4445,0.05,No Promostion,0,Wholesale,Diana,Online,Store D,42.3,2023-09-22,September,2023
REG100859,2024-11-08,South,Chair,18,153.28,2621.088,0.05,Winter15,1,Retail,Frank,Online,Store B,33.71,2024-11-13,November,2024
REG100860,2023-03-22,North,Printer,17,194.97,2817.3165,0.15,Save10,1,Retail,Carlos,Gift Card,Store A,5.59,2023-03-30,March,2023
REG100861,2023-09-05,East,Monitor,5,367.61,1838.05,0,Save10,0,Retail,Alice,Credit Card,Store C,19.55,2023-09-13,September,2023
REG100862,2023-02-26,East,Laptop,17,575.5,9294.325,0.05,Freeship,0,Retail,Alice,Debit Card,Store D,13.42,2023-03-05,February,2023
REG100863,2024-11-26,West,Chair,3,229.45,585.0975,0.15,Winter15,1,Retail,Bob,Debit Card,Store D,19.81,2024-11-29,November,2024
REG100864,2024-10-14,Central,Chair,3,391.63,1174.89,0,No Promostion,1,Retail,Frank,Debit Card,Store C,25.36,2024-10-17,October,2024
REG100865,2023-05-29,Central,Laptop,15,67.35,909.225,0.1,Freeship,0,Wholesale,Diana,Online,Store D,24.85,2023-06-03,May,2023
REG100866,2024-03-22,Central,Laptop,6,453.86,2314.686,0.15,No Promostion,0,Retail,Alice,Credit Card,Store B,45.32,2024-03-31,March,2024
REG100867,2023-04-22,South,Tablet,19,537.7,10216.3,0,Save10,0,Wholesale,Bob,Online,Store D,45.83,2023-05-02,April,2023
REG100868,2025-06-06,North,Phone,5,32.56,154.66,0.05,Freeship,0,Retail,Diana,Cash,Store C,46.73,2025-06-12,June,2025
REG100869,2023-01-25,Central,Laptop,2,196.7,393.4,0,Freeship,0,Retail,Frank,Online,Store A,35.84,2023-01-29,January,2023
REG100870,2023-09-08,South,Phone,12,369.45,3990.06,0.1,Winter15,1,Wholesale,Frank,Credit Card,Store D,44.76,2023-09-10,September,2023
REG100871,2024-10-04,East,Tablet,12,181.96,1855.992,0.15,Winter15,0,Retail,Eva,Gift Card,Store D,25.06,2024-10-11,October,2024
REG100872,2025-04-06,East,Desk,3,32.07,81.7785,0.15,Winter15,1,Retail,Alice,Online,Store D,43.18,2025-04-08,April,2025
REG100873,2024-08-25,East,Laptop,15,39.93,509.1075,0.15,Winter15,0,Retail,Diana,Debit Card,Store A,33.44,2024-08-29,August,2024
REG100874,2024-03-06,North,Phone,7,374.43,2227.8585,0.15,Save10,0,Retail,Carlos,Cash,Store A,28.97,2024-03-12,March,2024
REG100875,2023-03-23,East,Printer,2,101.87,203.74,0,Freeship,0,Wholesale,Diana,Cash,Store C,28.63,2023-03-26,March,2023
REG100876,2024-01-13,Central,Tablet,13,343.45,4241.6075,0.05,Save10,0,Wholesale,Alice,Gift Card,Store D,27.26,2024-01-17,January,2024
REG100877,2023-07-18,Central,Printer,15,144.11,2161.65,0,No Promostion,0,Retail,Frank,Gift Card,Store C,28.51,2023-07-24,July,2023
REG100878,2025-02-23,West,Chair,18,403.68,6176.304,0.15,Freeship,0,Retail,Carlos,Cash,Store A,13.09,2025-03-04,February,2025
REG100879,2023-02-22,East,Printer,14,346.57,4366.782,0.1,Freeship,0,Retail,Carlos,Debit Card,Store B,36.83,2023-03-02,February,2023
REG100880,2024-10-18,North,Printer,7,392.79,2749.53,0,Winter15,0,Wholesale,Eva,Gift Card,Store C,45.85,2024-10-28,October,2024
REG100881,2023-10-26,West,Printer,16,70.83,1076.616,0.05,No Promostion,0,Wholesale,Carlos,Gift Card,Store B,5.05,2023-10-31,October,2023
REG100882,2023-01-10,Central,Monitor,20,274.37,4938.66,0.1,Winter15,0,Retail,Eva,Gift Card,Store B,12.28,2023-01-14,January,2023
REG100883,2024-03-19,Central,Desk,10,19.73,177.57,0.1,No Promostion,0,Retail,Carlos,Debit Card,Store D,16.06,2024-03-22,March,2024
REG100884,2023-12-20,Central,Printer,10,465.72,4424.34,0.05,Freeship,0,Wholesale,Alice,Online,Store B,28.14,2023-12-26,December,2023
REG100885,2024-12-09,Central,Monitor,19,62.07,1061.397,0.1,Freeship,0,Retail,Diana,Debit Card,Store D,14.85,2024-12-19,December,2024
REG100886,2023-05-10,Central,Tablet,11,529.2,5530.14,0.05,No Promostion,1,Wholesale,Bob,Credit Card,Store A,16.78,2023-05-20,May,2023
REG100887,2023-10-18,South,Monitor,7,387.31,2440.053,0.1,Winter15,0,Retail,Bob,Cash,Store A,14.76,2023-10-21,October,2023
REG100888,2024-12-03,South,Phone,1,152.75,152.75,0,Freeship,1,Wholesale,Bob,Credit Card,Store A,9.61,2024-12-06,December,2024
REG100889,2024-10-10,South,Chair,8,72.48,521.856,0.1,No Promostion,1,Wholesale,Carlos,Debit Card,Store A,26.92,2024-10-17,October,2024
REG100890,2024-06-03,East,Phone,4,194.09,698.724,0.1,Winter15,0,Wholesale,Eva,Credit Card,Store D,26.35,2024-06-07,June,2024
REG100891,2025-03-26,South,Phone,3,159.3,454.005,0.05,Save10,1,Wholesale,Eva,Credit Card,Store B,45.34,2025-03-29,March,2025
REG100892,2024-04-26,North,Monitor,4,303.37,1092.132,0.1,Winter15,0,Retail,Carlos,Gift Card,Store A,30.19,2024-05-01,April,2024
REG100893,2023-05-05,West,Chair,16,541.96,7804.224,0.1,Save10,1,Retail,Eva,Cash,Store C,9.93,2023-05-13,May,2023
REG100894,2023-09-23,West,Desk,7,41.57,290.99,0,No Promostion,0,Retail,Carlos,Online,Store D,16.59,2023-09-29,September,2023
REG100895,2025-03-08,South,Monitor,16,217.74,2961.264,0.15,Freeship,1,Wholesale,Frank,Cash,Store A,25.11,2025-03-15,March,2025
REG100896,2023-01-17,North,Printer,15,19.17,287.55,0,Freeship,1,Wholesale,Carlos,Gift Card,Store A,48.93,2023-01-27,January,2023
REG100897,2023-04-29,Central,Monitor,15,293.34,3960.09,0.1,Winter15,0,Retail,Eva,Credit Card,Store D,21.03,2023-05-01,April,2023
REG100898,2025-02-16,South,Printer,18,204.58,3314.196,0.1,No Promostion,0,Retail,Diana,Cash,Store C,16.04,2025-02-22,February,2025
REG100899,2023-06-05,East,Printer,15,324.58,4138.395,0.15,No Promostion,0,Retail,Diana,Debit Card,Store A,24.57,2023-06-09,June,2023
REG100900,2023-08-28,South,Phone,11,393.61,4113.2245,0.05,Winter15,0,Wholesale,Frank,Debit Card,Store D,32.57,2023-09-06,August,2023
REG100901,2023-08-01,North,Printer,8,141.28,1073.728,0.05,Freeship,0,Wholesale,Frank,Online,Store D,28.69,2023-08-10,August,2023
REG100902,2025-02-12,West,Phone,13,227.64,2515.422,0.15,Freeship,1,Retail,Frank,Cash,Store C,46.67,2025-02-20,February,2025
REG100903,2023-07-03,Central,Laptop,19,341.07,5832.297,0.1,Winter15,0,Retail,Carlos,Cash,Store C,47.75,2023-07-06,July,2023
REG100904,2025-05-09,Central,Phone,20,324.55,6166.45,0.05,Winter15,1,Wholesale,Eva,Credit Card,Store B,21.21,2025-05-13,May,2025
REG100905,2024-05-05,West,Desk,16,301.07,4335.408,0.1,Winter15,0,Retail,Carlos,Gift Card,Store B,5.58,2024-05-14,May,2024
REG100906,2024-01-08,South,Monitor,13,285.28,3708.64,0,Save10,0,Retail,Eva,Gift Card,Store D,31.2,2024-01-15,January,2024
REG100907,2025-01-13,South,Phone,15,18.04,270.6,0,Save10,1,Wholesale,Eva,Credit Card,Store C,14.35,2025-01-17,January,2025
REG100908,2025-06-12,East,Printer,11,495.44,5449.84,0,Freeship,0,Wholesale,Bob,Gift Card,Store A,44.77,2025-06-18,June,2025
REG100909,2025-04-03,North,Laptop,12,276.42,2819.484,0.15,No Promostion,0,Retail,Carlos,Online,Store C,30.57,2025-04-12,April,2025
REG100910,2023-01-26,Central,Desk,7,228.32,1358.504,0.15,Freeship,0,Wholesale,Eva,Debit Card,Store C,22.16,2023-01-30,January,2023
REG100911,2023-01-07,Central,Monitor,1,498.19,448.371,0.1,Save10,0,Wholesale,Bob,Gift Card,Store A,25.55,2023-01-11,January,2023
REG100912,2025-01-15,North,Desk,18,375.83,6088.446,0.1,No Promostion,0,Retail,Carlos,Gift Card,Store C,15.13,2025-01-23,January,2025
REG100913,2024-11-30,East,Chair,18,130.36,2346.48,0,Save10,0,Wholesale,Diana,Debit Card,Store B,34.6,2024-12-05,November,2024
REG100914,2024-02-26,East,Monitor,13,585.88,6473.974,0.15,Winter15,0,Retail,Carlos,Credit Card,Store B,42.18,2024-03-07,February,2024
REG100915,2025-06-11,North,Desk,19,278.04,5018.622,0.05,Save10,0,Retail,Bob,Credit Card,Store B,16.4,2025-06-15,June,2025
REG100916,2023-11-29,Central,Phone,11,267.91,2947.01,0,No Promostion,0,Retail,Eva,Debit Card,Store B,12.05,2023-12-04,November,2023
REG100917,2024-06-27,South,Chair,12,369.54,4212.756,0.05,Winter15,1,Retail,Diana,Debit Card,Store B,39.16,2024-07-05,June,2024
REG100918,2024-05-20,South,Monitor,13,284.3,3511.105,0.05,Winter15,0,Wholesale,Bob,Online,Store A,48.73,2024-05-27,May,2024
REG100919,2023-06-17,West,Chair,12,427.1,5125.2,0,Winter15,1,Retail,Carlos,Gift Card,Store C,8.11,2023-06-22,June,2023
REG100920,2024-11-06,East,Monitor,11,200.3,1982.97,0.1,Winter15,1,Retail,Eva,Debit Card,Store D,48.27,2024-11-13,November,2024
REG100921,2025-02-12,North,Printer,4,75.8,257.72,0.15,Save10,0,Retail,Carlos,Credit Card,Store C,12.22,2025-02-20,February,2025
REG100922,2025-04-09,North,Monitor,4,518.43,2073.72,0,Save10,0,Wholesale,Alice,Online,Store A,30.86,2025-04-14,April,2025
REG100923,2024-08-18,North,Tablet,19,181.18,3270.299,0.05,Freeship,0,Wholesale,Carlos,Credit Card,Store A,12.04,2024-08-26,August,2024
REG100924,2023-02-20,Central,Laptop,3,197.17,561.9345,0.05,Freeship,1,Wholesale,Frank,Gift Card,Store A,30.29,2023-02-23,February,2023
REG100925,2025-04-28,North,Laptop,6,81.96,467.172,0.05,Winter15,0,Wholesale,Diana,Credit Card,Store D,26.43,2025-05-08,April,2025
REG100926,2023-08-10,Central,Printer,3,59.78,179.34,0,Save10,0,Retail,Eva,Online,Store C,46.98,2023-08-13,August,2023
REG100927,2024-06-24,North,Tablet,12,211.66,2285.928,0.1,Save10,0,Wholesale,Carlos,Credit Card,Store A,10.36,2024-06-29,June,2024
REG100928,2023-08-06,Central,Printer,13,69.97,864.1295,0.05,No Promostion,0,Wholesale,Alice,Debit Card,Store A,27.66,2023-08-12,August,2023
REG100929,2024-11-26,East,Tablet,7,438.33,2761.479,0.1,No Promostion,1,Retail,Frank,Cash,Store C,11.57,2024-11-30,November,2024
REG100930,2025-02-06,East,Laptop,7,241.81,1523.403,0.1,Freeship,0,Wholesale,Alice,Debit Card,Store C,32.94,2025-02-10,February,2025
REG100931,2025-03-20,East,Desk,3,466.64,1189.932,0.15,Freeship,0,Retail,Bob,Online,Store A,30.33,2025-03-26,March,2025
REG100932,2024-09-10,South,Monitor,9,472.84,4042.782,0.05,Winter15,0,Retail,Alice,Credit Card,Store D,48.13,2024-09-12,September,2024
REG100933,2025-02-20,South,Chair,19,586.49,10028.979,0.1,Save10,0,Wholesale,Eva,Cash,Store A,19.85,2025-03-02,February,2025
REG100934,2023-01-20,East,Chair,15,462.85,5901.3375,0.15,No Promostion,0,Retail,Diana,Credit Card,Store A,46.12,2023-01-26,January,2023
REG100935,2024-03-03,East,Laptop,1,176.17,167.3615,0.05,No Promostion,1,Retail,Alice,Debit Card,Store C,35.77,2024-03-06,March,2024
REG100936,2023-11-27,West,Printer,1,71.24,64.116,0.1,No Promostion,1,Retail,Carlos,Debit Card,Store A,43.69,2023-12-03,November,2023
REG100937,2024-11-10,East,Laptop,6,62.43,374.58,0,Winter15,0,Wholesale,Diana,Gift Card,Store A,17.85,2024-11-18,November,2024
REG100938,2025-02-04,Central,Tablet,7,569.89,3590.307,0.1,Save10,0,Wholesale,Alice,Cash,Store D,26.81,2025-02-08,February,2025
