EmployeeNumber,Age,Gender,MaritalStatus,Attrition,Department,JobRole,JobSatisfaction,JobLevel,BusinessTravel,DistanceFromHome,Salary,OverTime,EnvironmentSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
665,44,Female,Single,No,Human Resources,Human Resources,3,2,Travel_Rarely,1,5985,No,1,10,4,2,0
666,34,Female,Divorced,No,Sales,Sales Representative,3,1,Travel_Rarely,14,2579,Yes,3,8,3,8,0
667,27,Male,Divorced,Yes,Sales,Sales Representative,1,1,Travel_Rarely,2,3041,No,3,5,3,4,0
669,21,Male,Single,No,Sales,Sales Representative,3,1,Travel_Rarely,22,3447,No,3,3,3,3,1
671,44,Male,Married,No,Research & Development,Manager,4,5,Travel_Rarely,3,19513,Yes,4,26,4,2,0
675,22,Male,Married,No,Research & Development,Research Scientist,3,1,Travel_Rarely,6,2773,No,1,3,3,2,2
677,33,Male,Divorced,No,Sales,Sales Executive,3,2,Travel_Rarely,8,7104,No,3,6,3,5,1
679,32,Female,Married,No,Research & Development,Research Scientist,4,2,Travel_Rarely,9,6322,Yes,1,6,2,6,0
680,30,Female,Divorced,No,Research & Development,Research Scientist,3,1,Travel_Frequently,3,2083,No,3,1,3,1,0
682,53,Female,Single,No,Sales,Sales Executive,1,2,Travel_Rarely,1,8381,No,4,18,4,14,8
683,34,Male,Married,No,Research & Development,Research Scientist,4,1,Travel_Rarely,1,2691,No,2,10,2,10,8
684,45,Female,Married,Yes,Sales,Sales Executive,1,2,Travel_Frequently,26,4286,No,1,5,3,1,0
686,26,Female,Married,No,Research & Development,Laboratory Technician,4,1,Travel_Rarely,6,2659,Yes,3,3,3,3,0
689,37,Male,Married,No,Research & Development,Manufacturing Director,3,3,Travel_Rarely,3,9434,No,3,10,3,10,7
690,29,Female,Married,No,Sales,Sales Executive,3,2,Travel_Rarely,3,5561,No,2,6,2,6,1
691,35,Male,Single,No,Research & Development,Research Scientist,4,2,Travel_Rarely,6,6646,No,2,17,3,17,11
692,33,Male,Divorced,No,Research & Development,Healthcare Representative,4,2,Travel_Frequently,6,7725,No,3,15,1,13,4
698,54,Male,Married,No,Human Resources,Human Resources,2,3,Travel_Rarely,19,10725,No,3,16,4,9,7
699,36,Male,Divorced,No,Research & Development,Manufacturing Director,2,2,Travel_Rarely,9,8847,Yes,2,13,3,3,0
700,27,Male,Single,No,Research & Development,Research Scientist,4,1,Travel_Rarely,3,2045,No,1,5,3,4,1
701,20,Male,Single,Yes,Research & Development,Research Scientist,3,1,Travel_Rarely,10,1009,Yes,4,1,3,1,1
702,33,Male,Single,Yes,Research & Development,Research Scientist,1,1,Travel_Frequently,3,3348,Yes,1,10,3,10,9
704,35,Male,Married,No,Research & Development,Laboratory Technician,3,1,Non-Travel,3,1281,No,3,1,3,1,0
705,23,Male,Married,No,Research & Development,Research Scientist,1,1,Travel_Rarely,4,2819,No,1,5,4,3,0
707,25,Male,Married,No,Sales,Sales Executive,2,2,Travel_Rarely,8,4851,No,4,4,3,3,1
709,38,Female,Single,No,Sales,Sales Executive,4,2,Travel_Rarely,7,4028,No,4,8,3,7,0
710,29,Male,Divorced,No,Research & Development,Research Scientist,4,1,Travel_Frequently,1,2720,No,2,10,3,10,2
712,48,Male,Married,No,Sales,Sales Executive,2,2,Travel_Rarely,2,8120,No,2,12,3,2,2
714,27,Female,Divorced,No,Sales,Sales Executive,4,2,Travel_Frequently,3,4647,Yes,4,6,3,6,0
715,37,Male,Single,No,Research & Development,Research Scientist,4,1,Travel_Rarely,10,4680,No,4,4,3,1,0
716,50,Male,Married,No,Research & Development,Laboratory Technician,3,1,Travel_Rarely,28,3221,Yes,4,20,3,20,3
717,34,Female,Single,No,Research & Development,Healthcare Representative,2,3,Travel_Rarely,9,8621,No,4,9,4,8,7
720,24,Female,Single,Yes,Sales,Sales Executive,3,2,Travel_Rarely,3,4577,No,1,4,3,2,2
721,39,Female,Single,No,Research & Development,Healthcare Representative,3,2,Travel_Rarely,2,4553,No,4,20,3,20,11
722,32,Male,Single,No,Sales,Sales Executive,4,2,Travel_Rarely,10,5396,No,4,10,2,10,0
723,50,Male,Married,Yes,Sales,Sales Executive,3,2,Travel_Frequently,8,6796,Yes,2,18,3,4,1
724,38,Female,Single,No,Research & Development,Healthcare Representative,4,2,Travel_Rarely,1,7625,No,2,10,2,9,1
725,27,Female,Married,No,Research & Development,Manufacturing Director,1,3,Travel_Rarely,1,7412,No,3,9,3,9,0
727,32,Female,Single,No,Research & Development,Research Director,4,3,Travel_Rarely,3,11159,No,3,10,3,7,7
728,47,Male,Single,No,Sales,Sales Executive,1,2,Travel_Rarely,14,4960,No,4,20,3,7,1
729,40,Male,Married,No,Sales,Sales Executive,1,3,Travel_Frequently,5,10475,Yes,4,20,3,18,1
730,53,Male,Married,No,Research & Development,Research Director,3,4,Travel_Rarely,7,14814,No,3,32,3,5,1
731,41,Male,Divorced,No,Human Resources,Manager,4,5,Travel_Rarely,10,19141,No,2,23,2,21,12
732,60,Male,Single,No,Sales,Sales Executive,1,2,Travel_Rarely,16,5405,No,1,10,3,2,2
733,27,Male,Divorced,No,Research & Development,Manufacturing Director,1,3,Travel_Frequently,10,8793,No,4,9,2,9,1
734,41,Male,Married,No,Human Resources,Manager,3,5,Travel_Rarely,1,19189,No,4,22,3,22,2
738,50,Male,Married,No,Sales,Sales Representative,2,1,Travel_Rarely,8,3875,No,4,4,3,2,2
741,28,Female,Single,Yes,Research & Development,Research Scientist,2,1,Travel_Rarely,1,2216,Yes,1,10,3,7,3
742,36,Female,Married,No,Research & Development,Research Director,1,3,Non-Travel,8,11713,No,1,10,3,8,0
743,38,Female,Single,No,Research & Development,Manufacturing Director,3,3,Travel_Rarely,1,7861,Yes,3,10,4,1,0
744,44,Male,Single,No,Research & Development,Laboratory Technician,3,1,Non-Travel,24,3708,No,1,9,3,5,1
746,47,Female,Divorced,No,Sales,Sales Executive,3,4,Travel_Frequently,3,13770,Yes,4,28,2,22,11
747,30,Male,Divorced,No,Sales,Sales Executive,4,2,Travel_Rarely,27,5304,No,3,10,2,8,7
749,29,Male,Single,No,Sales,Sales Representative,3,1,Travel_Rarely,10,2642,No,3,1,3,1,0
752,42,Male,Divorced,Yes,Research & Development,Research Scientist,3,1,Travel_Frequently,19,2759,Yes,3,7,3,2,2
754,43,Male,Married,No,Sales,Sales Executive,4,2,Travel_Frequently,15,6804,No,4,7,3,2,2
757,34,Female,Single,No,Research & Development,Healthcare Representative,3,2,Travel_Rarely,8,6142,No,2,10,3,5,4
758,23,Male,Married,No,Research & Development,Laboratory Technician,1,1,Travel_Rarely,9,2500,No,2,5,4,4,0
760,39,Female,Married,No,Human Resources,Human Resources,2,2,Travel_Rarely,3,6389,No,3,12,1,8,3
762,56,Male,Married,No,Research & Development,Healthcare Representative,4,4,Travel_Rarely,9,11103,No,3,30,2,10,1
763,40,Female,Single,No,Research & Development,Research Scientist,4,1,Travel_Rarely,2,2342,Yes,4,5,2,4,2
764,27,Female,Single,No,Research & Development,Healthcare Representative,1,2,Travel_Rarely,7,6811,No,4,9,1,7,0
766,29,Male,Divorced,No,Sales,Sales Representative,2,1,Travel_Rarely,10,2297,No,4,2,3,2,2
769,53,Male,Single,No,Research & Development,Laboratory Technician,4,2,Travel_Rarely,6,2450,No,4,19,3,2,2
771,35,Female,Divorced,No,Research & Development,Healthcare Representative,1,2,Non-Travel,2,5093,No,4,16,4,1,0
772,32,Male,Married,No,Research & Development,Laboratory Technician,4,2,Travel_Frequently,24,5309,No,1,10,3,10,4
773,38,Male,Married,No,Research & Development,Research Scientist,3,1,Travel_Rarely,2,3057,Yes,4,6,1,1,0
775,34,Female,Divorced,No,Research & Development,Manufacturing Director,1,2,Travel_Rarely,8,5121,No,2,7,3,0,0
776,52,Male,Married,No,Sales,Manager,1,4,Travel_Rarely,3,16856,No,3,34,4,34,1
780,33,Male,Single,Yes,Research & Development,Research Scientist,4,1,Travel_Rarely,1,2686,Yes,4,10,2,10,7
781,25,Female,Single,No,Sales,Sales Executive,4,2,Travel_Rarely,26,6180,No,3,6,2,6,1
783,45,Male,Single,No,Sales,Sales Representative,3,2,Travel_Rarely,2,6632,No,2,9,3,8,3
784,23,Male,Single,No,Research & Development,Research Scientist,3,1,Travel_Rarely,10,3505,No,1,2,3,2,0
785,47,Female,Single,Yes,Sales,Sales Executive,3,2,Travel_Frequently,27,6397,Yes,2,8,3,5,1
786,34,Male,Single,No,Sales,Sales Executive,4,2,Travel_Rarely,2,6274,No,4,6,3,6,1
787,55,Male,Married,Yes,Research & Development,Manager,1,5,Travel_Rarely,2,19859,Yes,4,24,3,5,1
789,36,Male,Single,No,Sales,Sales Executive,1,3,Non-Travel,8,7587,No,1,10,3,10,0
791,52,Male,Married,No,Research & Development,Research Scientist,4,1,Non-Travel,19,4258,No,4,5,3,4,1
792,26,Female,Divorced,No,Research & Development,Laboratory Technician,4,1,Travel_Frequently,1,4364,No,1,5,3,2,2
793,29,Female,Married,No,Research & Development,Healthcare Representative,3,2,Travel_Rarely,27,4335,No,2,11,2,8,1
796,26,Male,Single,Yes,Sales,Sales Executive,1,2,Travel_Rarely,8,5326,No,4,6,2,4,1
797,34,Female,Single,No,Research & Development,Research Scientist,4,1,Travel_Rarely,1,3280,No,2,10,3,4,1
799,54,Female,Divorced,No,Research & Development,Manufacturing Director,1,2,Travel_Rarely,19,5485,Yes,4,9,3,5,1
800,27,Male,Married,No,Sales,Sales Executive,4,2,Travel_Frequently,8,4342,No,3,5,3,4,1
802,37,Female,Divorced,No,Research & Development,Research Scientist,1,1,Travel_Rarely,10,2782,Yes,4,6,2,5,4
803,38,Female,Single,No,Research & Development,Manufacturing Director,1,2,Travel_Frequently,2,5980,Yes,1,17,3,15,4
804,34,Female,Single,No,Research & Development,Research Scientist,1,1,Travel_Rarely,2,4381,No,3,6,3,6,1
805,35,Female,Married,No,Sales,Sales Representative,4,1,Travel_Rarely,8,2572,No,1,3,2,3,0
806,30,Male,Married,No,Research & Development,Laboratory Technician,3,1,Travel_Rarely,1,3833,No,4,7,3,2,0
807,40,Female,Married,No,Research & Development,Healthcare Representative,2,2,Travel_Frequently,2,4244,No,3,8,3,8,3
808,34,Female,Married,No,Sales,Sales Executive,1,2,Travel_Rarely,8,6500,No,3,6,3,3,1
809,42,Male,Divorced,No,Research & Development,Manager,4,5,Travel_Frequently,8,18430,No,2,24,2,24,14
811,23,Male,Married,Yes,Research & Development,Laboratory Technician,1,1,Travel_Rarely,6,1601,Yes,3,1,3,0,0
812,24,Male,Divorced,No,Research & Development,Laboratory Technician,2,1,Non-Travel,9,2694,No,3,1,3,1,0
813,52,Female,Married,No,Research & Development,Laboratory Technician,3,2,Travel_Rarely,11,3149,No,4,9,3,5,1
815,50,Male,Married,No,Research & Development,Research Director,3,4,Travel_Rarely,2,17639,No,3,30,3,4,0
816,29,Female,Married,Yes,Research & Development,Laboratory Technician,1,1,Travel_Rarely,1,2319,Yes,2,1,3,1,0
817,33,Male,Married,No,Research & Development,Research Director,3,3,Travel_Rarely,7,11691,No,3,14,4,13,3
819,33,Female,Single,Yes,Sales,Sales Executive,1,2,Travel_Rarely,16,5324,No,1,6,3,3,0
820,47,Female,Married,No,Research & Development,Manager,4,4,Travel_Rarely,2,16752,Yes,3,26,2,26,3
823,36,Female,Married,No,Research & Development,Manufacturing Director,2,2,Travel_Rarely,1,5228,No,3,10,3,9,0
824,29,Male,Married,No,Research & Development,Research Scientist,3,1,Travel_Rarely,23,2700,No,3,10,3,10,0
825,58,Male,Single,Yes,Research & Development,Research Director,2,5,Travel_Rarely,2,19246,Yes,4,40,3,31,13
826,35,Female,Single,No,Research & Development,Research Scientist,3,1,Travel_Rarely,1,2506,No,4,7,3,2,2
827,42,Female,Married,No,Research & Development,Manufacturing Director,4,2,Travel_Rarely,1,6062,Yes,4,8,3,4,0
828,28,Male,Single,Yes,Research & Development,Research Scientist,3,1,Travel_Rarely,2,4382,No,3,5,2,2,2
829,36,Male,Married,No,Human Resources,Human Resources,2,1,Travel_Rarely,13,2143,No,3,8,3,5,0
830,32,Female,Married,No,Research & Development,Manufacturing Director,3,2,Travel_Rarely,4,6162,No,3,14,3,14,6
832,40,Male,Single,No,Research & Development,Laboratory Technician,3,2,Travel_Frequently,16,5094,No,1,10,3,1,0
833,30,Female,Single,No,Research & Development,Manufacturing Director,4,2,Travel_Rarely,2,6877,Yes,3,12,2,0,0
834,45,Female,Single,No,Research & Development,Research Scientist,3,1,Travel_Rarely,2,2274,No,2,1,3,1,0
836,42,Male,Married,No,Research & Development,Manufacturing Director,2,2,Travel_Rarely,29,4434,No,2,10,2,9,7
837,38,Male,Divorced,No,Research & Development,Healthcare Representative,1,2,Travel_Frequently,12,6288,No,1,13,2,4,1
838,34,Female,Single,No,Research & Development,Research Scientist,4,1,Travel_Frequently,16,2553,No,3,6,3,5,1
840,49,Female,Married,Yes,Sales,Sales Executive,4,3,Travel_Rarely,11,7654,No,3,9,4,9,7
842,55,Male,Single,Yes,Sales,Sales Executive,4,2,Travel_Rarely,2,5160,No,3,12,2,9,7
843,43,Male,Married,No,Research & Development,Research Director,1,4,Travel_Rarely,14,17159,No,2,22,3,4,1
844,27,Male,Divorced,No,Research & Development,Research Director,4,3,Travel_Rarely,5,12808,Yes,3,9,3,9,0
845,35,Male,Single,No,Research & Development,Manufacturing Director,3,3,Travel_Rarely,7,10221,No,3,17,4,8,1
846,28,Female,Married,No,Sales,Sales Executive,2,2,Travel_Rarely,2,4779,Yes,2,8,3,8,7
847,34,Male,Married,No,Human Resources,Human Resources,4,1,Travel_Rarely,3,3737,No,3,4,1,3,0
848,26,Female,Married,Yes,Research & Development,Research Scientist,3,1,Travel_Frequently,5,2366,Yes,3,8,3,8,1
850,27,Male,Married,No,Research & Development,Research Scientist,4,1,Non-Travel,3,1706,No,4,0,2,0,0
851,51,Female,Married,No,Sales,Manager,3,4,Travel_Rarely,26,16307,No,1,29,2,20,4
852,44,Male,Single,No,Research & Development,Healthcare Representative,2,2,Travel_Rarely,4,5933,No,4,10,2,5,2
854,25,Male,Single,No,Research & Development,Research Scientist,1,1,Travel_Rarely,2,3424,No,1,6,2,4,0
855,33,Male,Divorced,No,Sales,Sales Executive,1,2,Travel_Rarely,1,4037,No,1,9,3,9,0
856,35,Female,Single,No,Research & Development,Research Scientist,1,1,Travel_Rarely,27,2559,No,3,6,2,6,1
857,36,Male,Married,No,Sales,Sales Executive,4,2,Travel_Rarely,1,6201,Yes,2,18,2,18,4
859,32,Male,Divorced,No,Sales,Sales Executive,4,2,Travel_Rarely,13,4403,No,2,8,2,5,0
861,30,Male,Divorced,No,Research & Development,Research Scientist,4,1,Travel_Frequently,5,3761,No,2,10,2,5,0
862,53,Female,Married,No,Sales,Sales Executive,4,3,Travel_Rarely,7,10934,Yes,1,35,3,5,0
864,45,Male,Divorced,No,Sales,Sales Executive,1,3,Travel_Rarely,9,10761,Yes,4,18,3,5,0
865,32,Female,Married,No,Research & Development,Research Scientist,3,2,Travel_Rarely,8,5175,No,3,9,2,5,1
867,52,Female,Married,No,Research & Development,Manufacturing Director,4,4,Travel_Frequently,25,13826,No,3,31,3,9,0
868,37,Male,Divorced,No,Sales,Sales Executive,3,2,Travel_Rarely,16,6334,No,4,9,3,1,0
869,28,Male,Divorced,No,Human Resources,Human Resources,4,1,Travel_Rarely,8,4936,No,2,6,3,5,0
872,22,Male,Married,No,Research & Development,Manufacturing Director,4,2,Travel_Rarely,1,4775,No,4,4,1,2,2
874,44,Male,Married,No,Research & Development,Laboratory Technician,4,1,Travel_Rarely,8,2818,Yes,1,10,2,3,0
875,42,Male,Single,No,Research & Development,Research Scientist,4,1,Travel_Frequently,2,2515,Yes,2,8,3,2,2
878,36,Male,Married,No,Human Resources,Human Resources,1,1,Travel_Rarely,8,2342,No,1,6,3,5,0
879,25,Male,Married,No,Sales,Sales Executive,1,2,Travel_Rarely,3,4194,Yes,3,5,3,5,0
880,35,Female,Married,No,Research & Development,Manufacturing Director,3,3,Travel_Rarely,9,10685,Yes,4,17,3,17,5
881,35,Female,Divorced,Yes,Research & Development,Research Scientist,2,1,Travel_Frequently,25,2022,Yes,4,10,2,10,7
882,32,Male,Divorced,No,Research & Development,Laboratory Technician,4,1,Non-Travel,1,2314,No,4,4,3,3,0
885,25,Male,Married,No,Sales,Sales Executive,1,2,Travel_Rarely,4,4256,No,3,5,4,5,0
887,49,Female,Married,No,Research & Development,Research Scientist,1,1,Travel_Rarely,1,3580,No,3,7,3,4,0
888,24,Male,Married,No,Research & Development,Laboratory Technician,4,1,Non-Travel,4,3162,No,1,6,2,5,3
889,32,Male,Married,No,Sales,Sales Executive,2,2,Travel_Frequently,5,6524,No,2,10,3,10,5
893,38,Male,Married,No,Sales,Sales Representative,2,1,Travel_Rarely,9,2899,No,2,3,3,2,1
894,42,Female,Married,No,Research & Development,Laboratory Technician,4,2,Travel_Rarely,3,5231,Yes,3,17,2,5,1
895,31,Male,Married,No,Research & Development,Research Scientist,4,1,Travel_Rarely,11,2356,Yes,4,8,3,6,0
896,29,Female,Divorced,Yes,Sales,Sales Representative,3,1,Travel_Rarely,1,2800,Yes,2,5,3,3,0
897,53,Male,Married,No,Sales,Sales Executive,4,4,Travel_Rarely,8,11836,No,1,28,3,2,2
899,35,Male,Married,No,Research & Development,Manufacturing Director,2,3,Travel_Rarely,25,10903,No,4,16,3,13,4
900,37,Female,Married,No,Sales,Sales Representative,4,1,Travel_Frequently,21,2973,No,3,10,3,5,0
901,53,Female,Single,No,Research & Development,Research Director,4,4,Travel_Rarely,23,14275,No,4,33,3,12,3
902,43,Female,Married,No,Research & Development,Healthcare Representative,4,2,Travel_Frequently,1,5562,No,4,12,2,5,2
903,47,Female,Married,No,Sales,Sales Executive,4,2,Travel_Rarely,2,4537,Yes,3,8,3,7,7
904,37,Male,Single,No,Sales,Sales Executive,2,3,Non-Travel,19,7642,Yes,1,10,3,10,0
905,50,Male,Divorced,No,Research & Development,Manager,1,4,Non-Travel,2,17924,No,1,31,3,31,14
909,39,Female,Married,No,Human Resources,Human Resources,4,2,Travel_Rarely,2,5204,No,4,13,3,5,0
910,33,Male,Divorced,No,Human Resources,Human Resources,2,1,Travel_Rarely,3,2277,Yes,4,7,4,4,0
911,32,Male,Single,Yes,Research & Development,Laboratory Technician,4,1,Travel_Rarely,25,2795,Yes,1,1,1,1,0
912,29,Female,Divorced,No,Research & Development,Laboratory Technician,4,1,Travel_Rarely,7,2532,No,1,8,3,4,0
913,44,Male,Married,No,Research & Development,Research Scientist,1,1,Travel_Rarely,9,2559,Yes,2,8,3,8,7
916,28,Male,Single,No,Sales,Sales Executive,4,2,Travel_Rarely,5,4908,No,1,4,3,4,0
918,58,Male,Divorced,Yes,Research & Development,Laboratory Technician,4,1,Travel_Frequently,2,2380,Yes,4,3,2,1,0
920,43,Female,Divorced,No,Research & Development,Manufacturing Director,2,2,Travel_Rarely,8,4765,No,1,4,4,1,0
922,20,Female,Single,Yes,Sales,Sales Representative,3,1,Travel_Rarely,2,2044,No,3,2,2,2,0
923,21,Female,Single,Yes,Research & Development,Research Scientist,4,1,Travel_Rarely,18,2693,No,4,1,2,1,0
924,36,Male,Married,No,Research & Development,Healthcare Representative,4,2,Travel_Rarely,14,6586,Yes,3,17,2,16,4
925,47,Female,Single,No,Sales,Sales Representative,4,1,Travel_Rarely,2,3294,Yes,4,3,2,3,1
926,22,Female,Married,Yes,Research & Development,Manufacturing Director,3,2,Travel_Rarely,3,4171,Yes,2,4,4,3,0
927,41,Female,Divorced,Yes,Research & Development,Laboratory Technician,4,1,Travel_Rarely,2,2778,Yes,2,10,2,7,1
930,28,Female,Divorced,No,Research & Development,Research Scientist,3,1,Travel_Rarely,9,2377,No,3,6,3,2,2
932,39,Male,Married,Yes,Research & Development,Laboratory Technician,1,1,Travel_Rarely,6,2404,Yes,4,8,1,2,2
933,27,Female,Single,No,Research & Development,Research Scientist,3,1,Travel_Rarely,4,2318,No,2,1,3,1,0
934,34,Male,Divorced,No,Research & Development,Laboratory Technician,2,1,Travel_Rarely,10,2008,No,2,1,3,1,1
936,42,Female,Single,No,Sales,Sales Executive,3,2,Travel_Rarely,14,6244,No,3,10,3,5,0
939,33,Male,Single,No,Research & Development,Research Scientist,1,1,Travel_Rarely,1,2799,Yes,3,6,3,3,0
940,58,Female,Divorced,No,Research & Development,Healthcare Representative,2,3,Travel_Rarely,5,10552,Yes,3,24,3,6,0
941,31,Male,Married,No,Sales,Sales Representative,3,1,Travel_Rarely,7,2329,No,2,13,4,7,5
942,35,Female,Married,No,Research & Development,Healthcare Representative,4,2,Travel_Rarely,21,4014,Yes,4,10,1,10,0
944,49,Female,Married,No,Research & Development,Laboratory Technician,2,3,Travel_Rarely,8,7403,No,1,29,2,26,1
945,48,Male,Married,No,Research & Development,Research Scientist,3,1,Travel_Rarely,20,2259,No,4,13,2,0,0
947,31,Female,Married,No,Sales,Sales Executive,3,2,Non-Travel,20,6932,No,4,9,2,9,0
949,36,Male,Single,No,Research & Development,Research Scientist,4,1,Travel_Rarely,7,4678,No,2,8,3,6,0
950,38,Female,Married,No,Research & Development,Research Director,1,3,Travel_Rarely,1,13582,No,4,15,3,15,5
951,32,Female,Married,No,Research & Development,Laboratory Technician,2,1,Non-Travel,1,2332,No,3,5,3,3,0
952,25,Male,Married,Yes,Sales,Sales Representative,2,1,Travel_Rarely,19,2413,Yes,3,1,3,1,0
954,40,Male,Divorced,No,Sales,Sales Executive,2,3,Travel_Rarely,10,9705,No,1,11,2,1,0
956,26,Male,Single,No,Sales,Sales Executive,1,2,Travel_Frequently,1,4294,No,3,7,3,7,0
957,41,Male,Single,No,Research & Development,Laboratory Technician,1,1,Travel_Rarely,6,4721,Yes,4,20,3,18,2
958,36,Male,Single,No,Research & Development,Laboratory Technician,3,1,Travel_Rarely,2,2519,No,3,16,3,11,3
959,19,Male,Single,Yes,Sales,Sales Representative,2,1,Travel_Rarely,21,2121,Yes,4,1,4,1,0
960,20,Male,Single,Yes,Research & Development,Laboratory Technician,1,1,Travel_Rarely,4,2973,No,1,1,3,1,0
961,31,Female,Married,No,Research & Development,Healthcare Representative,4,2,Travel_Rarely,12,5855,Yes,4,10,1,9,8
964,40,Male,Divorced,No,Research & Development,Research Scientist,2,1,Travel_Frequently,9,3617,Yes,4,3,3,1,0
966,32,Female,Married,No,Research & Development,Manufacturing Director,1,2,Travel_Rarely,3,6725,No,3,8,4,8,6
967,36,Male,Married,Yes,Sales,Sales Executive,4,3,Travel_Rarely,3,10325,Yes,3,16,3,16,3
969,33,Female,Single,No,Research & Development,Healthcare Representative,4,2,Travel_Rarely,1,6949,No,2,6,3,5,1
970,37,Male,Married,Yes,Sales,Sales Executive,3,3,Travel_Rarely,1,10609,No,1,17,1,14,11
972,45,Male,Married,No,Research & Development,Laboratory Technician,2,2,Non-Travel,4,4447,No,3,9,2,9,0
974,29,Female,Married,No,Sales,Sales Representative,4,1,Travel_Frequently,20,2157,No,3,3,3,3,0
975,35,Female,Married,No,Sales,Sales Executive,3,2,Travel_Rarely,18,4601,No,3,5,3,5,1
976,52,Male,Married,No,Research & Development,Manager,4,4,Travel_Rarely,1,17099,No,4,26,2,9,7
977,58,Male,Single,Yes,Research & Development,Research Scientist,3,1,Travel_Rarely,2,2479,No,4,7,3,1,0
981,53,Male,Divorced,No,Sales,Manager,3,4,Travel_Rarely,2,14852,No,3,22,4,17,15
982,30,Male,Divorced,No,Sales,Sales Executive,3,3,Travel_Rarely,8,7264,No,3,10,4,8,7
983,38,Female,Single,No,Sales,Sales Executive,4,2,Non-Travel,10,5666,Yes,3,6,3,5,1
984,35,Male,Divorced,No,Sales,Sales Executive,4,3,Travel_Rarely,3,7823,No,4,12,3,10,0
985,39,Male,Single,No,Sales,Sales Executive,3,3,Travel_Rarely,2,7880,No,1,9,3,8,0
986,40,Female,Single,Yes,Sales,Sales Executive,2,4,Non-Travel,24,13194,Yes,2,22,2,1,0
987,47,Male,Divorced,No,Research & Development,Manufacturing Director,3,2,Travel_Frequently,16,5067,Yes,3,20,4,19,2
990,36,Male,Divorced,No,Sales,Sales Executive,4,2,Non-Travel,8,5079,No,1,12,3,7,0
991,31,Male,Single,Yes,Research & Development,Research Scientist,1,1,Non-Travel,9,2321,Yes,3,4,3,3,1
992,33,Male,Single,No,Sales,Manager,3,4,Non-Travel,17,17444,No,4,10,3,10,6
994,29,Female,Single,Yes,Research & Development,Research Scientist,1,1,Travel_Rarely,10,2404,Yes,4,3,3,0,0
995,33,Female,Single,No,Research & Development,Research Scientist,4,1,Travel_Rarely,13,3452,No,2,5,3,3,0
996,45,Female,Divorced,No,Research & Development,Laboratory Technician,4,1,Travel_Rarely,1,2270,No,4,8,3,5,0
997,50,Male,Divorced,No,Research & Development,Research Director,4,4,Travel_Rarely,1,17399,No,4,32,2,5,1
998,33,Female,Married,No,Research & Development,Healthcare Representative,2,2,Travel_Frequently,1,5488,Yes,3,6,3,6,1
999,41,Male,Divorced,No,Research & Development,Research Director,3,5,Travel_Frequently,9,19419,No,1,21,4,18,0
1001,27,Female,Married,No,Research & Development,Laboratory Technician,2,1,Travel_Rarely,16,2811,No,3,4,3,2,2
1002,45,Male,Married,No,Research & Development,Laboratory Technician,1,2,Non-Travel,23,3633,Yes,4,9,3,9,0
1003,47,Female,Single,No,Sales,Sales Executive,4,2,Travel_Rarely,4,4163,Yes,4,9,3,9,0
1004,30,Female,Married,Yes,Research & Development,Research Scientist,3,1,Travel_Rarely,22,2132,Yes,1,7,3,5,0
1005,50,Male,Married,No,Research & Development,Manufacturing Director,3,4,Travel_Rarely,24,13973,Yes,4,22,3,12,1
1006,38,Male,Married,No,Research & Development,Research Scientist,3,1,Travel_Frequently,10,2684,No,3,3,2,2,0
1007,46,Male,Divorced,No,Research & Development,Manufacturing Director,3,3,Travel_Rarely,7,10845,No,4,13,3,8,0
1009,24,Female,Divorced,No,Research & Development,Manufacturing Director,3,2,Travel_Rarely,17,4377,No,4,5,3,4,3
1010,35,Male,Divorced,Yes,Research & Development,Laboratory Technician,2,1,Travel_Rarely,14,3743,Yes,3,5,1,4,0
1011,31,Female,Married,No,Research & Development,Manufacturing Director,1,2,Travel_Frequently,1,4148,No,3,4,3,4,0
1012,18,Male,Single,No,Research & Development,Research Scientist,4,1,Non-Travel,5,1051,No,2,0,3,0,0
1013,54,Female,Married,No,Research & Development,Manufacturing Director,3,3,Travel_Rarely,17,10739,No,3,22,3,10,0
1014,35,Female,Divorced,No,Research & Development,Healthcare Representative,3,3,Travel_Rarely,25,10388,Yes,3,16,2,16,10
1015,30,Female,Married,No,Research & Development,Research Director,1,3,Travel_Rarely,8,11416,Yes,2,9,2,8,1
1016,20,Female,Single,Yes,Research & Development,Research Scientist,1,1,Travel_Rarely,11,2600,Yes,4,1,3,1,0
1017,30,Female,Single,Yes,Research & Development,Laboratory Technician,2,1,Travel_Frequently,5,2422,No,2,4,3,3,1
1018,26,Male,Married,No,Research & Development,Manufacturing Director,4,2,Travel_Rarely,2,5472,No,4,8,3,8,1
1019,22,Male,Married,No,Research & Development,Laboratory Technician,1,1,Travel_Rarely,8,2451,No,2,4,2,4,1
1022,48,Male,Single,No,Research & Development,Healthcare Representative,3,2,Travel_Rarely,6,4240,No,1,19,3,2,2
1024,48,Male,Single,No,Research & Development,Healthcare Representative,3,3,Travel_Rarely,4,10999,No,3,27,3,15,4
1025,41,Female,Single,No,Research & Development,Manufacturing Director,3,2,Travel_Rarely,7,5003,No,4,8,3,2,2
1026,39,Female,Married,No,Research & Development,Manufacturing Director,4,4,Travel_Rarely,1,12742,No,4,21,3,21,11
1027,27,Female,Married,No,Research & Development,Manufacturing Director,4,2,Travel_Rarely,2,4227,No,1,4,3,3,2
